"","X","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms"
"1166",1166,208000,0.47,0,53,23700,0,0,4,3,2,1548,0,1.5,8
"1167",1167,380000,2,0,35,36600,0,0,3,4,2,2212,1,1.5,8
"1168",1168,289900,0.3,0,0,35800,0,0,2,2,3,2376,1,2.5,10
"1169",1169,188000,0.41,0,33,13500,0,1,4,2,2,1712,1,1.5,7
"1170",1170,600000,0.99,0,1,5000,0,1,2,2,3,2660,1,3.5,8
"1171",1171,262000,0.29,0,5,25000,0,1,4,3,2,1487,0,3,5
"1172",1172,220000,2.03,0,30,10200,0,0,3,4,2,1532,1,1.5,8
"1173",1173,275000,0.61,0,21,16100,0,1,2,2,2,2486,1,2.5,11
"1174",1174,215000,0.46,0,25,13800,0,0,2,2,2,1918,0,2,8
"1175",1175,100000,0.51,0,47,14600,0,0,4,3,3,1270,0,1,7
"1176",1176,158500,0.17,0,19,15200,0,0,3,4,3,1406,0,1.5,7
"1177",1177,148900,0.15,0,18,15100,0,0,3,4,3,1385,0,1.5,6
"1178",1178,218000,0.45,0,16,25000,0,0,2,2,2,1300,0,1.5,4
"1179",1179,355840,0.87,0,0,108900,1,0,2,2,3,3259,1,2.5,10
"1180",1180,168000,0.08,0,9,1000,0,1,2,2,2,1536,0,1.5,7
"1181",1181,171000,0.58,0,14,19000,0,0,4,2,1,1636,1,1.5,9
"1182",1182,195000,0.41,0,15,18700,0,0,2,2,2,1944,1,1.5,7
"1183",1183,201880,0.46,0,19,18800,0,0,2,2,2,1676,1,2,7
"1184",1184,145000,0.47,0,12,10700,0,1,2,2,2,1040,0,1,5
"1185",1185,206000,0.01,0,13,1000,0,1,2,2,2,1800,1,2.5,7
"1186",1186,78000,0.14,0,85,7800,0,0,4,2,2,1394,1,1.5,6
"1187",1187,320900,0.47,1,5,20400,0,0,4,3,2,1885,1,2,7
"1188",1188,159000,0.61,0,1,19500,0,0,4,3,2,1056,0,2,4
"1189",1189,180000,0.16,0,38,54900,0,0,2,2,3,1593,0,1.5,4
"1190",1190,129900,0.05,0,125,45000,0,0,4,3,3,1436,0,1,5
"1191",1191,150000,0.38,0,34,57800,0,0,2,2,3,1668,1,1.5,5
"1192",1192,171134,0.25,0,35,50000,0,0,2,2,3,1302,0,2,4
"1193",1193,151000,0.37,0,33,57200,0,1,2,2,3,1239,1,1,7
"1194",1194,100000,0.31,0,85,64400,0,0,4,3,3,840,0,1,3
"1195",1195,655000,0.19,0,55,103000,0,0,2,2,3,780,0,1.5,6
"1196",1196,243500,0.29,0,3,64400,0,1,2,2,3,1728,0,2.5,7
"1197",1197,265000,0.18,0,140,56700,0,0,2,2,3,1666,0,1,8
"1198",1198,400000,0.24,0,4,75400,0,1,2,2,3,2022,1,2.5,7
"1199",1199,272800,0.08,0,46,183300,0,0,2,2,2,2225,1,2,9
"1200",1200,255000,0.17,0,115,53700,0,0,2,2,3,1023,0,1,6
"1201",1201,220000,0.13,0,17,51400,0,1,3,4,3,1290,0,1.5,4
"1202",1202,775000,0.48,0,31,72600,0,1,2,2,3,3968,4,3.5,12
"1203",1203,233000,0.14,0,129,93000,0,0,2,3,3,1699,0,1,9
"1204",1204,216977,0.48,0,27,57800,0,0,2,3,3,2137,0,1,9
"1205",1205,245000,0.03,0,5,27000,0,1,2,2,3,1428,1,2.5,4
"1206",1206,159000,0.24,0,35,49100,0,1,2,2,3,936,0,1,8
"1207",1207,725000,0.21,0,3,70600,0,1,2,2,3,2586,1,3,10
"1208",1208,268300,0.16,0,6,36800,0,0,2,2,3,1373,1,2,5
"1209",1209,159000,0.28,0,33,51800,0,0,2,2,3,1272,0,1,6
"1210",1210,155000,0.3,0,33,53000,0,1,2,2,3,1368,1,2,8
"1211",1211,345000,0.29,0,18,46400,0,1,2,2,3,2120,1,2.5,11
"1212",1212,165200,0.3,0,34,53000,0,0,2,2,3,1279,0,1,5
"1213",1213,185000,0.53,0,35,66500,0,1,2,2,3,1104,0,1,3
"1214",1214,225500,0.28,0,41,64000,0,0,2,3,3,1092,1,1,4
"1215",1215,420000,0.11,0,121,87000,0,0,2,3,3,2247,0,2,10
"1216",1216,220000,0.18,0,53,101000,0,0,2,3,3,1146,0,1.5,7
"1217",1217,620000,0.53,0,23,225800,0,0,2,2,3,3250,2,2.5,10
"1218",1218,260000,0.35,0,18,50000,0,1,2,2,3,1920,1,2.5,10
"1219",1219,359900,0.5,0,0,65000,0,0,2,2,3,1932,1,2,7
"1220",1220,375000,0.14,0,4,112100,0,1,2,2,3,1620,0,2.5,7
"1221",1221,302900,0.22,0,50,72000,0,0,2,3,3,1640,0,1,4
"1222",1222,175000,0.17,0,39,55800,0,0,2,2,3,1040,0,1.5,6
"1223",1223,260000,5.35,0,37,137800,0,1,4,2,2,1676,0,2,8
"1224",1224,270000,0.33,0,16,48800,0,1,2,2,3,1991,1,2.5,6
"1225",1225,485000,0.24,0,17,60200,0,1,2,2,3,1908,1,3.5,9
"1226",1226,200000,0.57,0,85,62500,0,0,4,2,3,966,0,1,4
"1227",1227,367000,0.03,0,19,27000,0,1,2,2,3,1815,1,2.5,5
"1228",1228,175000,0.3,0,32,53000,0,0,2,2,3,1664,0,1,7
"1229",1229,203000,0.04,0,19,25600,0,1,2,2,3,1216,1,2,4
"1230",1230,170000,0.16,0,33,54900,0,1,2,2,3,1564,0,2,7
"1231",1231,375000,0.31,0,32,143200,0,1,2,2,3,2752,1,2.5,10
"1232",1232,159900,0.25,0,35,50000,0,0,2,2,3,936,0,1,4
"1233",1233,230000,0.14,0,95,50800,0,0,2,2,3,1617,0,1.5,9
"1234",1234,375000,0.12,0,69,195000,0,0,2,3,3,1452,1,2,5
"1235",1235,421000,0.31,0,5,80600,0,1,2,2,3,1911,1,2.5,6
"1236",1236,218000,0.28,0,31,80800,0,1,2,2,3,1580,0,1.5,4
"1237",1237,167850,0.27,0,34,51200,0,1,2,2,3,1920,1,1,5
"1238",1238,252500,0.21,0,80,115000,0,0,2,3,3,1155,0,1.5,7
"1239",1239,650000,0.34,0,3,82400,0,1,2,2,3,3770,1,2.5,12
"1240",1240,380000,0.04,0,18,36000,0,1,2,2,3,1675,1,2.5,6
"1241",1241,214500,0.21,0,33,107000,0,0,2,2,3,912,0,1,4
"1242",1242,218500,0.17,0,115,55800,0,0,2,3,3,1510,0,1,8
"1243",1243,174000,0.16,0,35,54900,0,1,2,2,3,864,0,1,6
"1244",1244,225000,0.46,0,35,62600,0,1,2,2,3,1600,0,2,6
"1245",1245,309750,0.07,0,15,48200,0,1,2,2,3,1744,1,2.5,5
"1246",1246,658300,0.69,0,3,101500,0,1,2,2,3,3208,1,2.5,11
"1247",1247,203000,0.06,0,16,45800,0,1,2,2,3,1290,0,1.5,7
"1248",1248,375000,0.03,0,19,27000,0,1,2,2,3,1900,1,2.5,7
"1249",1249,62500,1,0,25,24700,0,0,4,2,2,2808,0,1,11
"1250",1250,205000,0.19,0,18,7300,0,0,2,2,3,1576,0,1.5,4
"1251",1251,84500,0.2,0,135,7300,0,0,2,3,3,1118,0,1,5
"1252",1252,280500,1.09,0,8,23000,0,1,2,2,2,1752,2,2,6
"1253",1253,182000,0.02,0,32,22500,0,0,3,4,2,1753,0,1.5,5
"1254",1254,571000,1,0,14,128500,0,1,2,2,1,2186,0,2.5,10
"1255",1255,168000,0.25,0,35,50000,0,0,2,2,3,1800,0,1,5
"1256",1256,354000,0.46,0,30,56600,0,1,2,2,3,2462,1,2.5,10
"1257",1257,238000,0.2,0,50,70000,0,0,2,3,3,1286,0,2,10
"1258",1258,182000,0.16,0,35,97000,0,1,2,2,3,1337,0,1,8
"1259",1259,218500,0.17,0,5,37600,0,0,2,2,3,1170,1,2.5,4
"1260",1260,227500,0.55,0,53,73400,0,0,2,2,3,1185,0,1,4
"1261",1261,375000,0.5,0,19,59000,0,1,2,2,3,2424,1,2.5,8
"1262",1262,399900,0.09,0,125,83000,0,0,2,3,3,1828,0,1.5,7
"1263",1263,360000,0.34,0,41,80000,0,1,3,4,2,2176,1,2.5,8
"1264",1264,412500,0.39,0,4,85400,0,1,2,2,3,2000,1,2.5,6
"1265",1265,268500,0.18,0,10,38400,0,1,2,2,3,1340,1,2.5,8
"1266",1266,300300,0.13,0,52,63000,0,0,2,2,3,1208,0,1,6
"1267",1267,382500,0.19,0,2,57600,0,1,2,2,3,2244,1,2.5,10
"1268",1268,189000,0.3,0,31,53000,0,0,2,2,3,1592,1,1.5,7
"1269",1269,295000,0.39,0,17,52400,0,1,2,2,3,1831,1,2.5,7
"1270",1270,220000,0.01,0,37,182600,0,0,2,3,2,1093,1,1.5,5
"1271",1271,223000,0.12,0,110,89000,0,0,2,3,3,1460,0,1,5
"1272",1272,399000,0.25,0,152,115000,0,0,2,3,3,2128,1,1.5,10
"1273",1273,169480,0.24,0,30,49100,0,0,2,2,3,1368,0,1,5
"1274",1274,347750,0.15,0,1,36000,0,1,2,2,3,2200,1,2.5,8
"1275",1275,455000,0.25,0,23,61000,0,1,2,2,3,2310,1,3,8
"1276",1276,249900,0.04,0,12,25600,0,1,2,2,3,1776,1,2.5,7
"1277",1277,250000,0.05,0,8,32000,0,1,3,4,3,1852,0,2.5,9
"1278",1278,265000,0.32,0,42,144900,0,1,2,2,3,1092,0,2,4
"1279",1279,670000,0.11,0,121,87000,0,0,2,3,3,2247,0,2,8
"1280",1280,195000,0.11,0,19,49800,0,1,2,2,3,1311,0,1.5,8
"1281",1281,360000,0.13,0,4,110200,0,1,2,2,3,1392,0,2.5,4
"1282",1282,175000,0.4,0,33,59000,0,1,2,2,3,1116,0,1.5,8
"1283",1283,166500,0.1,0,115,49500,0,0,2,2,3,812,0,1,4
"1284",1284,190100,0.48,0,27,31700,0,0,2,2,2,1872,1,2.5,8
"1285",1285,180500,0.75,0,8,20500,0,1,3,2,3,1248,0,2,5
"1286",1286,440000,0.19,1,3,97300,0,0,2,3,2,1702,0,2,4
"1287",1287,170000,0.51,0,57,13300,0,0,4,3,2,1346,1,1,4
"1288",1288,220000,0.63,0,20,17700,0,0,2,3,2,1596,1,2,6
"1289",1289,70500,0.09,0,57,1000,0,0,2,2,3,884,0,1,7
"1290",1290,65000,0.13,0,137,700,0,0,2,2,2,814,0,1,3
"1291",1291,127500,0.19,0,71,3200,0,0,2,2,3,720,0,1,5
"1292",1292,155000,0.57,0,28,2600,0,0,3,4,2,2051,0,1,5
"1293",1293,255500,0.92,0,11,2600,0,1,4,2,2,1590,1,2,6
"1294",1294,136000,0.35,0,39,1600,0,0,3,4,2,1202,0,1,6
"1295",1295,204000,0.86,0,16,4300,0,0,4,3,2,2016,0,1.5,5
"1296",1296,200000,0.8,0,6,2000,0,0,2,2,2,1274,1,2,6
"1297",1297,163000,0.36,0,40,3600,0,0,4,2,2,960,0,1,5
"1298",1298,149350,0.44,0,47,4000,0,1,2,2,2,1056,0,1,6
"1299",1299,235000,0.25,0,12,5200,0,1,4,2,2,1820,0,3.5,8
"1300",1300,260000,0.65,0,27,16500,0,0,2,2,2,2486,1,2.5,7
"1301",1301,210000,0.46,0,27,13800,0,1,2,2,2,1890,0,2.5,9
"1302",1302,159900,0.7,0,84,4600,0,0,4,3,2,1274,1,1,6
"1303",1303,209000,0.55,0,14,3000,0,1,4,2,2,1716,0,2,6
"1304",1304,135000,0.35,0,22,12000,0,1,3,4,2,1336,1,1.5,4
"1305",1305,200000,0.96,0,45,8700,0,0,2,2,2,1392,0,1,5
"1306",1306,432600,0.54,0,1,20400,0,1,2,2,2,2346,0,2.5,10
"1307",1307,195000,0.47,0,19,14100,0,0,2,2,2,1475,0,1.5,7
"1308",1308,165000,0.52,0,16,5500,0,0,3,4,2,1248,0,2,6
"1309",1309,198000,0.15,0,16,10000,1,1,3,4,2,1920,1,2.5,10
"1310",1310,219000,0.65,0,2,4000,0,0,4,2,2,2040,0,2.5,8
"1311",1311,430000,1.34,1,15,75700,0,0,3,4,2,2649,1,3,7
"1312",1312,120000,0.17,0,105,4100,0,0,4,2,2,1500,0,1,6
"1313",1313,373735,0.53,0,1,233000,1,1,2,2,3,3163,1,2.5,10
"1314",1314,183853,0.14,0,18,19600,0,1,2,2,3,1343,1,1.5,4
"1315",1315,213500,0.46,0,17,36600,0,1,2,2,3,1573,1,2,5
"1316",1316,155000,0.09,0,18,20500,0,1,3,4,3,1270,1,1.5,4
"1317",1317,197000,0.41,0,14,26700,0,0,2,2,3,1316,0,1.5,8
"1318",1318,392499,0.48,0,11,47400,0,1,2,2,3,3092,1,2.5,11
"1319",1319,229900,0.44,0,7,24200,0,0,2,2,3,1328,1,2.5,8
"1320",1320,289250,0.42,0,14,28500,0,0,4,3,2,2560,1,2.5,12
"1321",1321,189900,0.12,0,17,16800,0,1,2,2,3,1343,1,2.5,6
"1322",1322,397200,0.46,0,1,3200,1,1,2,2,3,3250,1,3,12
"1323",1323,389405,0.35,0,1,233000,1,1,2,2,3,3086,1,2.5,8
"1324",1324,135000,0.66,0,155,25200,0,0,4,3,2,1080,1,1,3
"1325",1325,174000,0.13,0,16,18200,0,1,2,2,3,1120,1,1.5,6
"1326",1326,525000,0.46,0,1,70100,0,1,2,2,3,2876,1,3.5,12
"1327",1327,135000,0.01,0,19,9900,0,1,3,4,3,1281,0,2.5,3
"1328",1328,412000,0.62,0,9,57800,0,1,2,2,3,2900,1,2.5,10
"1329",1329,186000,0.08,0,18,20400,0,1,2,2,3,1512,1,1.5,7
"1330",1330,453935,0.58,0,1,233000,1,1,2,2,3,2879,1,2.5,9
"1331",1331,355000,0.69,0,3,43700,0,1,2,2,3,2537,1,2,11
"1332",1332,186000,0.35,0,37,23500,0,0,2,3,3,1056,0,1,4
"1333",1333,197000,0.14,0,16,19600,0,0,2,2,3,1296,1,1.5,6
"1334",1334,180000,0.13,0,18,20900,0,1,3,4,3,1512,1,1.5,3
"1335",1335,178000,0.47,0,27,32000,0,0,4,2,3,1338,1,2,7
"1336",1336,305000,0.33,0,10,35400,0,1,2,2,3,2368,1,2.5,7
"1337",1337,262000,0.46,0,8,25100,0,1,2,2,3,1528,0,2.5,4
"1338",1338,225000,0.89,0,27,30900,0,1,2,2,3,1857,1,2.5,8
"1339",1339,403040,0.49,0,0,233000,1,1,2,2,3,3320,1,2.5,12
"1340",1340,388500,0.46,0,14,36600,0,1,2,2,3,2227,1,2.5,10
"1341",1341,417000,0.13,0,6,46500,0,1,2,2,3,2742,1,2.5,11
"1342",1342,410000,0.5,0,9,37800,0,0,2,2,3,2988,1,2.5,11
"1343",1343,170000,0.35,0,17,37000,0,1,2,2,3,1656,1,1.5,8
"1344",1344,295000,0.01,0,9,28400,0,0,2,2,3,1760,1,2.5,5
"1345",1345,216000,0.38,0,39,25000,0,0,2,2,3,1702,1,1.5,8
"1346",1346,221649,0.37,0,38,24500,0,0,2,3,3,1682,1,1.5,4
"1347",1347,199900,0.21,0,17,28800,0,1,2,2,3,1180,1,1.5,4
"1348",1348,463000,0.64,0,3,153800,0,1,2,2,3,2885,1,2.5,10
"1349",1349,146500,0.02,0,20,14900,0,1,3,4,3,1281,0,2.5,3
"1350",1350,225000,0.24,0,18,29500,0,1,2,2,3,1596,1,2,4
"1351",1351,160000,0.16,0,21,15100,0,0,3,4,3,1184,0,2,4
"1352",1352,275055,0.46,0,1,108900,1,1,2,2,3,2745,1,3,8
"1353",1353,315513,0.46,0,1,108900,1,1,2,2,3,2680,1,2.5,11
"1354",1354,323759,0.35,0,1,108900,1,0,2,2,3,2483,1,2.5,10
"1355",1355,167500,0.92,0,19,25000,0,0,4,2,2,1188,0,1,4
"1356",1356,272699,0.3,0,1,108900,1,1,2,2,3,2366,1,3,7
"1357",1357,177500,0.31,0,19,27000,0,0,2,2,3,1508,1,1.5,4
"1358",1358,128000,1,0,50,20500,0,0,4,3,2,792,0,1,4
"1359",1359,317105,0.44,0,1,108900,0,0,2,2,3,3285,1,2.5,10
"1360",1360,144500,0.15,0,18,15100,0,0,2,4,3,1673,0,2,5
"1361",1361,260000,0.33,0,7,26000,0,0,2,2,3,2000,0,2.5,7
"1362",1362,244000,0.33,0,18,27000,0,0,3,4,3,1561,1,1.5,4
"1363",1363,287989,0.4,0,1,108900,1,1,2,2,3,2828,1,3,9
"1364",1364,159000,0.16,0,18,15100,0,0,3,4,3,1592,0,1.5,8
"1365",1365,167000,0.16,0,18,15100,0,0,3,4,3,1184,0,2,8
"1366",1366,348000,0.17,0,14,10200,0,1,4,2,3,1708,1,2,4
"1367",1367,140000,0.17,0,26,15200,0,1,3,2,3,1276,1,2,6
"1368",1368,145000,0.15,0,20,15100,0,0,3,4,3,1184,0,1.5,3
"1369",1369,150450,0.17,0,21,15800,0,0,3,4,3,908,0,1,5
"1370",1370,230000,0.95,0,15,32800,0,0,2,3,2,1612,1,2,6
"1371",1371,147423,0.16,0,19,15700,0,0,3,4,3,912,1,1.5,3
"1372",1372,223000,0.33,0,17,27000,0,0,3,4,3,1508,1,1.5,6
"1373",1373,167500,0.16,0,18,15100,0,0,3,4,3,1492,0,2.5,6
"1374",1374,299000,0.1,0,25,6000,0,0,3,4,3,874,1,1,5
"1375",1375,235900,0.59,0,33,26400,0,0,2,3,3,1573,1,2.5,6
"1376",1376,147000,0.24,0,115,7200,0,0,2,2,3,1227,1,1,5
"1377",1377,305000,0.53,0,13,31300,0,0,2,2,2,2494,1,2.5,7
"1378",1378,154000,0.17,0,21,15800,0,0,3,4,3,912,0,1.5,7
"1379",1379,149000,0.15,0,20,15700,0,0,3,4,3,988,0,1,7
"1380",1380,300279,0.54,0,1,108900,1,0,2,2,2,2762,1,3,9
"1381",1381,278000,0.64,0,33,26500,0,0,2,3,3,2625,1,2.5,10
"1382",1382,202000,0.47,0,28,24600,0,0,3,4,3,1222,0,1,6
"1383",1383,328463,0.49,0,1,108900,1,1,2,2,3,3144,1,2.5,10
"1384",1384,185000,0.45,0,16,25000,0,0,2,2,2,1173,1,1,5
"1385",1385,128000,0.17,0,21,15800,0,0,3,4,3,908,0,1,3
"1386",1386,335000,0.92,0,16,32700,0,1,2,3,2,2274,1,2.5,10
"1387",1387,148900,0.16,0,18,15700,0,0,2,4,3,908,0,1,4
"1388",1388,229900,0.43,0,16,25000,0,0,2,2,2,1540,0,1.5,6
"1389",1389,215000,0.49,0,28,24900,0,0,2,2,3,1196,1,2,7
"1390",1390,253000,0.45,0,16,25000,0,0,2,2,2,1780,1,1.5,9
"1391",1391,304065,0.34,0,1,108900,1,0,2,2,3,2670,1,3,8
"1392",1392,222000,0.34,0,26,27000,0,0,2,2,3,1581,1,1.5,5
"1393",1393,165000,0.15,0,18,15100,0,0,3,4,3,1592,0,1.5,7
"1394",1394,275000,0.37,0,14,31200,0,1,2,2,2,2011,1,2.5,8
"1395",1395,325000,0.27,1,105,56500,0,0,3,4,3,1391,1,1,4
"1396",1396,406000,1.08,0,15,21100,0,1,2,2,2,2636,3,2.5,8
"1397",1397,230000,0.31,0,19,27000,0,0,3,4,3,1656,1,1.5,6
"1398",1398,125000,0.04,0,130,2400,0,0,2,2,3,1518,0,1,8
"1399",1399,148000,0.41,0,84,18200,0,0,4,2,3,1182,1,1.5,8
"1400",1400,279000,0.44,0,9,26000,0,1,2,2,3,1836,0,2.5,8
"1401",1401,250000,0.62,0,14,31600,0,1,2,2,2,1529,1,2,6
"1402",1402,314940,0.37,0,0,108900,1,0,2,2,3,2715,1,3,10
"1403",1403,165900,0.16,0,21,15100,0,0,3,4,3,1184,0,1.5,3
"1404",1404,150000,0.75,0,14,3700,0,0,4,2,2,1120,0,1.5,6
"1405",1405,133000,0.15,0,15,2500,0,0,2,2,3,1008,0,1,4
"1406",1406,155000,0.37,0,18,2500,0,0,3,4,2,1008,0,1,7
"1407",1407,220000,0.41,0,57,4800,0,0,4,2,2,2077,1,2,7
"1408",1408,229000,1.61,0,26,4500,0,0,3,4,2,1572,0,1.5,4
"1409",1409,177000,0.63,0,34,5000,0,0,4,3,2,1874,0,1.5,9
"1410",1410,120000,0.11,0,50,1300,0,0,2,2,3,768,0,1,6
"1411",1411,195000,0.29,0,3,3800,0,0,2,2,2,1552,1,2.5,5
"1412",1412,315371,1,0,1,3400,0,0,2,2,2,2331,1,2.5,8
"1413",1413,137000,0.36,0,48,3600,0,0,2,2,2,960,0,1,3
"1414",1414,225700,0.36,0,19,13000,0,0,3,4,3,1720,0,1.5,9
"1415",1415,204900,0.34,0,20,13000,0,0,3,4,3,1437,0,1.5,8
"1416",1416,189500,0.34,0,19,13000,0,1,4,2,3,1510,0,2,8
"1417",1417,374000,0.72,0,21,26000,0,0,3,4,3,3021,1,2.5,11
"1418",1418,319000,0.35,0,12,13000,0,0,2,3,2,1960,0,2.5,8
"1419",1419,294100,0.39,0,11,13000,0,0,2,3,2,2112,1,2.5,10
"1420",1420,440760,0.38,0,0,13000,0,1,2,2,2,2917,1,3,10
"1421",1421,128000,0.16,0,21,15700,0,0,3,4,3,912,1,1.5,4
"1422",1422,239505,0.37,0,1,108900,1,0,2,2,3,2244,1,2.5,10
"1423",1423,141700,0.15,0,18,15100,0,0,3,4,3,1202,0,1.5,4
"1424",1424,215500,0.34,0,19,27000,0,1,2,2,3,2601,1,2.5,10
"1425",1425,320210,0.81,0,1,108900,1,0,2,2,3,2492,1,2.5,9
"1426",1426,273495,0.3,0,1,108900,1,0,2,2,3,2680,0,2.5,11
"1427",1427,256350,0.35,0,1,108900,1,0,2,2,3,2271,1,2.5,6
"1428",1428,255000,0.33,0,17,27000,0,0,3,4,3,2012,1,3,6
"1429",1429,124000,0.09,0,13,6700,0,0,3,4,3,920,0,1,8
"1430",1430,293000,1.94,0,5,110000,0,1,2,2,2,2111,1,2,9
"1431",1431,147000,0.15,0,20,15100,0,0,2,3,3,1184,1,2,4
"1432",1432,284595,0.32,0,1,108900,1,0,2,2,3,2627,1,3,10
"1433",1433,342269,0.39,0,1,108900,1,0,2,2,3,2641,1,3,9
"1434",1434,229000,0.51,0,25,25000,0,0,2,3,3,1736,1,1.5,8
"1435",1435,216900,0.31,0,19,27000,0,0,3,4,3,1656,1,1.5,7
"1436",1436,164900,0.15,0,22,15100,0,0,3,4,3,1168,1,1.5,6
"1437",1437,149000,0.15,0,18,15100,0,0,2,2,3,1385,1,1.5,3
"1438",1438,150000,0.18,0,85,3600,0,0,4,2,2,969,0,1,4
"1439",1439,214990,0.32,0,17,27000,0,0,2,3,3,1508,1,1.5,6
"1440",1440,173000,0.14,0,26,15100,0,1,2,2,3,1602,1,1.5,7
"1441",1441,149900,0.17,0,19,15800,0,0,3,4,3,912,1,1.5,4
"1442",1442,155000,0.15,0,18,15100,0,0,3,4,3,1128,0,1.5,3
"1443",1443,170000,0.16,0,18,15100,0,0,3,4,3,1514,1,1.5,5
"1444",1444,237500,0.37,0,19,27000,0,0,3,3,3,1535,0,2,5
"1445",1445,297065,0.45,0,1,108900,1,0,2,2,3,2722,0,3,9
"1446",1446,342202,0.44,0,1,108900,1,1,2,2,3,2711,1,2.5,9
"1447",1447,345264,0.88,0,1,108900,1,1,2,2,3,3020,1,3,11
